Age,Education_Level,Years_of_Experience,Industry,Job_Role,Company_Size,Job_Level,Routine_Task_Percentage,Creativity_Requirement,Human_Interaction_Level,AI_Adoption_Level,Number_of_AI_Tools_Used,AI_Usage_Hours_Per_Week,Tasks_Automated_Percentage,AI_Training_Hours,Layoff_Risk,AI_Adoption_Score,Job_Level_Score,Education_Score,Company_Size_Score,Layoff_Risk_Score,Automation_Exposure_Index,Human_Creative_Protection_Index,AI_Intensity_Index,Experience_Band,Age_Band,Risk_Binary
26,Bachelor's,5,Telecom,Support Specialist,Medium,Entry,77,0,28,Medium,2,7,63,8,High,1,0,1,1,2,54.01350989834136,14.0,31.11111111111111,4-7,21-30,High
53,Bachelor's,6,Education,Academic Coordinator,Large,Entry,11,100,74,Low,0,0,7,6,Low,0,0,1,2,0,1.1403156768325307,87.0,0.0,4-7,51-60,Not_High
27,Bachelor's,6,Manufacturing,Quality Engineer,Medium,Senior,30,80,21,Low,0,1,15,0,Low,0,2,1,1,0,9.042268592830391,50.5,1.1111111111111112,4-7,21-30,Not_High
27,High School,6,Logistics,Warehouse Manager,Medium,Entry,83,13,92,Medium,4,14,50,18,High,1,0,0,1,2,57.14753879079721,52.5,45.55555555555556,4-7,21-30,High
54,Bachelor's,9,Finance,Auditor,Small,Entry,34,42,37,Low,1,2,25,1,Medium,0,0,1,0,1,15.541733547351525,39.5,5.555555555555556,8-15,51-60,Not_High
38,Bachelor's,12,Logistics,Warehouse Manager,Medium,Mid,24,63,51,Low,1,2,12,1,Low,0,1,1,1,0,8.91385767790262,57.0,5.555555555555556,8-15,31-40,Not_High
43,Bachelor's,6,Retail,Sales Associate,Small,Mid,43,27,48,Low,1,4,40,4,High,0,1,1,0,2,22.433788121990368,37.5,7.777777777777778,4-7,41-50,High
29,High School,8,Education,Academic Coordinator,Medium,Mid,61,58,53,Medium,2,12,58,18,Medium,1,1,0,1,1,47.847110754414125,55.5,36.66666666666667,8-15,21-30,Not_High
28,Bachelor's,7,IT,ML Engineer,Medium,Mid,84,23,80,Medium,5,5,57,18,High,1,1,1,1,2,61.91144997324772,51.5,38.88888888888889,4-7,21-30,High
47,High School,3,Retail,Inventory Analyst,Small,Entry,46,61,89,Medium,2,14,33,23,Medium,1,0,0,0,1,36.36035313001605,75.0,38.888888888888886,0-3,41-50,Not_High
34,Bachelor's,13,Healthcare,Nurse,Medium,Entry,40,71,80,Low,1,4,28,1,Low,0,0,1,1,0,18.170144462279296,75.5,7.777777777777778,8-15,31-40,Not_High
39,High School,15,Manufacturing,Operator,Small,Mid,72,31,26,Medium,4,8,38,28,High,1,1,0,0,2,50.50294275013376,28.5,38.88888888888889,8-15,31-40,High
48,Master's,5,Telecom,Support Specialist,Medium,Entry,75,32,22,Medium,4,9,43,15,High,1,0,2,1,2,52.800294275013385,27.0,40.0,4-7,41-50,High
45,Bachelor's,9,Healthcare,Nurse,Medium,Entry,63,46,68,Medium,2,8,49,17,Medium,1,0,1,1,1,45.91425896201177,57.0,32.22222222222222,8-15,41-50,Not_High
41,High School,7,Education,Teacher,Medium,Entry,20,91,90,Low,0,5,12,7,Low,0,0,0,1,0,5.223381487426431,90.5,5.555555555555555,4-7,41-50,Not_High
51,Master's,6,Telecom,Operations Analyst,Large,Senior,80,5,43,Low,2,4,56,3,Medium,0,2,2,2,1,40.44007490636704,24.0,11.111111111111112,4-7,51-60,Not_High
40,PhD,15,Retail,Sales Associate,Large,Senior,79,17,64,Medium,4,6,56,10,Medium,1,2,3,2,1,57.64245585874799,40.5,36.66666666666667,8-15,31-40,Not_High
35,High School,5,Education,Academic Coordinator,Large,Senior,61,55,35,Medium,2,5,59,25,Medium,1,2,0,2,1,48.12800963081862,45.0,28.888888888888886,4-7,31-40,Not_High
54,Master's,0,Logistics,Dispatcher,Small,Mid,12,87,24,Low,1,0,6,8,Low,0,1,2,0,0,3.657035848047084,55.5,3.3333333333333335,0-3,51-60,Not_High
42,Bachelor's,13,Logistics,Warehouse Manager,Medium,Senior,20,86,73,Low,0,3,16,1,Low,0,2,1,1,0,6.346976993044409,79.5,3.3333333333333335,8-15,41-50,Not_High
29,PhD,5,Healthcare,Health Analyst,Large,Mid,52,64,80,Low,1,0,48,4,Low,0,1,3,2,0,27.359550561797754,72.0,3.3333333333333335,4-7,21-30,Not_High
43,Bachelor's,8,Education,Teacher,Medium,Senior,83,17,79,Medium,3,9,55,19,Medium,1,2,1,1,1,56.052033172819684,48.0,36.66666666666667,8-15,41-50,Not_High
45,Bachelor's,9,Healthcare,Health Analyst,Medium,Senior,78,15,77,Medium,5,6,49,6,Medium,1,2,1,1,1,57.87854467629748,46.0,40.0,8-15,41-50,Not_High
53,High School,4,Logistics,Supply Chain Analyst,Small,Mid,60,45,52,Low,2,0,39,3,High,0,1,0,0,2,29.712413055109682,48.5,6.666666666666667,4-7,51-60,High
56,Master's,0,IT,ML Engineer,Small,Mid,16,63,82,Low,1,0,8,0,Low,0,1,2,0,0,5.409309791332263,72.5,3.3333333333333335,0-3,51-60,Not_High
43,Master's,10,IT,Software Engineer,Small,Entry,64,54,59,Medium,5,14,63,18,Medium,1,0,2,0,1,57.64446227929374,56.5,48.88888888888889,8-15,41-50,Not_High
59,High School,8,IT,Software Engineer,Large,Mid,56,43,32,Low,1,3,36,7,Medium,0,1,0,2,1,25.179240235420014,37.5,6.666666666666667,8-15,51-60,Not_High
26,Bachelor's,1,Telecom,Network Engineer,Medium,Mid,32,69,55,Low,1,2,16,8,Medium,0,1,1,1,1,12.418405564472982,62.0,5.555555555555556,0-3,21-30,Not_High
55,Bachelor's,14,Retail,Store Manager,Medium,Mid,88,0,83,High,9,16,50,22,High,2,1,1,1,2,83.63563402889245,41.5,81.1111111111111,8-15,51-60,High
31,High School,7,Healthcare,Nurse,Large,Senior,58,49,91,Medium,2,12,30,25,Low,1,2,0,2,0,39.089085072231136,70.0,36.66666666666667,4-7,31-40,Not_High
38,Master's,2,Retail,Inventory Analyst,Medium,Entry,54,30,86,Low,0,1,43,9,High,0,0,2,1,2,24.05029427501338,58.0,1.1111111111111112,0-3,31-40,High
53,High School,14,Logistics,Warehouse Manager,Medium,Entry,16,81,20,Low,1,2,8,2,Medium,0,0,0,1,1,5.409309791332263,50.5,5.555555555555556,8-15,51-60,Not_High
56,Bachelor's,5,IT,ML Engineer,Small,Entry,92,0,58,High,8,26,49,53,High,2,0,1,0,2,82.04521134296414,29.0,88.8888888888889,4-7,51-60,High
44,Bachelor's,12,Logistics,Dispatcher,Small,Senior,86,16,28,Medium,5,7,81,28,High,1,2,1,0,2,69.24826110219368,22.0,41.111111111111114,8-15,41-50,High
34,Bachelor's,13,Logistics,Supply Chain Analyst,Medium,Mid,50,52,86,Low,1,3,28,1,Medium,0,1,1,1,1,21.146334938469767,69.0,6.666666666666667,8-15,31-40,Not_High
30,High School,9,IT,ML Engineer,Large,Entry,81,16,61,Medium,5,5,52,12,High,1,0,0,2,2,59.61409844836811,38.5,38.88888888888889,8-15,21-30,High
43,Master's,11,Telecom,Network Engineer,Large,Senior,74,33,71,Medium,2,14,59,10,Medium,1,2,2,2,1,51.99705724986624,52.0,38.888888888888886,8-15,41-50,Not_High
30,Master's,4,IT,ML Engineer,Medium,Senior,50,50,31,Low,0,0,42,5,Low,0,2,2,1,0,22.578919208132692,40.5,0.0,4-7,21-30,Not_High
29,Bachelor's,8,Manufacturing,Operator,Medium,Senior,12,74,71,Low,1,4,6,7,Low,0,2,1,1,0,3.657035848047084,72.5,7.777777777777778,8-15,21-30,Not_High
51,Bachelor's,9,Manufacturing,Production Supervisor,Large,Mid,27,74,31,Low,0,5,13,7,Medium,0,1,1,2,1,7.587613697164258,52.5,5.555555555555555,8-15,51-60,Not_High
45,Bachelor's,0,Telecom,Network Engineer,Small,Mid,37,61,55,Low,0,1,33,8,Medium,0,1,1,0,1,16.181781701444624,58.0,1.1111111111111112,0-3,41-50,Not_High
28,Bachelor's,7,Finance,Accountant,Small,Mid,72,24,34,Medium,4,11,63,16,High,1,1,1,0,2,57.52541466024612,29.0,42.22222222222222,4-7,21-30,High
40,High School,19,Healthcare,Nurse,Small,Senior,45,63,86,Low,1,5,27,7,Low,0,2,0,0,0,19.377340823970037,74.5,8.88888888888889,15+,31-40,Not_High
40,Bachelor's,13,Retail,Inventory Analyst,Medium,Entry,75,33,77,Low,2,0,48,9,High,0,0,1,1,2,36.70478865703585,55.0,6.666666666666667,8-15,31-40,High
32,Bachelor's,8,Manufacturing,Quality Engineer,Small,Mid,16,84,25,Low,1,4,9,6,Low,0,1,1,0,0,5.690208667736758,54.5,7.777777777777778,8-15,31-40,Not_High
48,Bachelor's,9,Manufacturing,Quality Engineer,Small,Mid,41,43,42,Low,2,4,40,1,Medium,0,1,1,0,1,24.338550026752277,42.5,11.111111111111112,8-15,41-50,Not_High
32,Bachelor's,9,Finance,Financial Analyst,Medium,Mid,27,71,73,Low,2,3,15,0,Low,0,1,1,1,0,13.149411449973247,72.0,10.000000000000002,8-15,31-40,Not_High
56,Master's,14,Telecom,Support Specialist,Medium,Entry,89,27,20,High,6,28,87,70,High,2,0,2,1,2,86.8265115034778,23.5,84.44444444444444,8-15,51-60,High
36,Master's,13,Retail,Inventory Analyst,Small,Entry,65,38,78,Low,2,3,54,4,High,0,0,2,0,2,35.41399143927234,58.0,10.000000000000002,8-15,31-40,High
58,Bachelor's,13,Retail,Sales Associate,Medium,Mid,83,13,93,Medium,5,14,59,22,High,1,1,1,1,2,62.17562867843767,53.0,48.88888888888889,8-15,51-60,High
55,Bachelor's,0,Finance,Auditor,Medium,Mid,28,60,56,Low,2,4,18,4,Medium,0,1,1,1,1,14.28972712680578,58.0,11.111111111111112,0-3,51-60,Not_High
48,High School,12,IT,Software Engineer,Medium,Senior,37,49,23,Low,0,0,33,2,Low,0,2,0,1,0,16.181781701444624,36.0,0.0,8-15,41-50,Not_High
38,Bachelor's,11,Telecom,Support Specialist,Small,Entry,74,33,62,Medium,3,13,72,9,High,1,0,1,0,2,58.14874264312466,47.5,41.111111111111114,8-15,31-40,High
49,Bachelor's,7,Telecom,Operations Analyst,Medium,Mid,34,43,67,Low,1,0,23,9,Low,0,1,1,1,0,14.979935794542534,55.0,3.3333333333333335,4-7,41-50,Not_High
29,Bachelor's,8,Logistics,Supply Chain Analyst,Large,Senior,33,73,43,Low,2,2,32,5,Low,0,2,1,2,0,19.710406634563938,58.0,8.88888888888889,8-15,21-30,Not_High
59,Master's,7,IT,ML Engineer,Small,Mid,85,10,89,High,6,25,67,73,Medium,2,1,2,0,1,80.01805778491172,49.5,81.11111111111113,4-7,51-60,Not_High
41,Bachelor's,0,Healthcare,Nurse,Small,Entry,57,39,65,Low,1,2,44,5,High,0,0,1,0,2,27.724050294275017,52.0,5.555555555555556,0-3,41-50,High
28,Bachelor's,7,Logistics,Warehouse Manager,Small,Mid,66,26,82,Medium,5,5,43,7,High,1,1,1,0,2,52.621722846441955,54.0,38.88888888888889,4-7,21-30,High
60,Bachelor's,12,Education,Research Assistant,Small,Entry,64,37,64,Low,1,1,47,9,Medium,0,0,1,0,1,30.65008025682183,50.5,4.444444444444445,8-15,51-60,Not_High
60,High School,13,Finance,Auditor,Large,Entry,88,27,68,High,5,22,86,22,High,2,0,0,2,2,83.74799357945426,47.5,74.44444444444444,8-15,51-60,High
23,PhD,2,IT,Software Engineer,Medium,Mid,89,0,61,High,5,30,46,39,High,2,1,3,1,2,72.80965757089352,30.5,83.33333333333334,0-3,21-30,High
27,Master's,6,Retail,Inventory Analyst,Medium,Entry,67,26,49,Medium,3,6,55,20,High,1,0,2,1,2,51.290128410914924,37.5,33.33333333333333,4-7,21-30,High
30,Master's,9,Logistics,Warehouse Manager,Medium,Mid,18,74,45,Low,2,0,16,6,Low,0,1,2,1,0,10.751738897806314,59.5,6.666666666666667,8-15,21-30,Not_High
51,Master's,10,IT,Software Engineer,Small,Mid,11,87,81,Low,1,5,5,1,Low,0,1,2,0,0,3.0785179240235423,84.0,8.88888888888889,8-15,51-60,Not_High
32,PhD,8,Manufacturing,Operator,Small,Entry,85,6,87,High,8,15,70,52,High,2,0,3,0,2,85.8607544141252,46.5,76.66666666666666,8-15,31-40,High
38,Bachelor's,12,IT,Software Engineer,Small,Entry,69,28,73,Medium,5,10,52,28,High,1,0,1,0,2,56.042669876939534,50.5,44.44444444444444,8-15,31-40,High
59,Bachelor's,7,Education,Teacher,Small,Senior,74,34,67,Medium,4,5,71,27,Medium,1,2,1,0,1,60.36784376672016,50.5,35.55555555555556,4-7,51-60,Not_High
47,Bachelor's,20,Retail,Inventory Analyst,Small,Entry,19,72,84,Low,1,0,12,1,Low,0,0,1,0,0,7.425762439807385,78.0,3.3333333333333335,15+,41-50,Not_High
51,Bachelor's,3,Healthcare,Health Analyst,Small,Senior,33,65,59,Low,0,3,16,3,Low,0,2,1,0,0,10.216024612092028,62.0,3.3333333333333335,0-3,51-60,Not_High
59,Master's,2,Telecom,Network Engineer,Medium,Entry,61,37,45,Medium,5,5,44,23,High,1,0,2,1,2,51.4145264847512,41.0,38.88888888888889,0-3,51-60,High
21,Bachelor's,0,Manufacturing,Production Supervisor,Large,Entry,72,35,65,Medium,5,9,43,9,High,1,0,1,2,2,54.40743713215623,50.0,43.333333333333336,0-3,21-30,High
44,Bachelor's,3,Retail,Inventory Analyst,Medium,Entry,35,63,37,Low,1,4,27,0,Medium,0,0,1,1,1,16.401150347779563,50.0,7.777777777777778,0-3,41-50,Not_High
27,Bachelor's,5,Telecom,Operations Analyst,Small,Senior,93,6,47,Medium,4,10,64,17,High,1,2,1,0,2,64.0563135366506,26.5,41.111111111111114,4-7,21-30,High
56,Master's,10,Education,Academic Coordinator,Small,Entry,72,30,48,Medium,4,8,38,14,Medium,1,0,2,0,1,50.50294275013376,39.0,38.88888888888889,8-15,51-60,Not_High
37,Bachelor's,13,Healthcare,Health Analyst,Small,Entry,93,24,47,High,7,30,71,40,High,2,0,1,0,2,86.02260567148208,35.5,90.0,8-15,31-40,High
52,High School,6,Finance,Auditor,Large,Senior,86,10,66,Medium,5,13,77,7,High,1,2,0,2,2,68.12466559657571,38.0,47.77777777777778,4-7,51-60,High
60,Bachelor's,5,Education,Teacher,Medium,Entry,56,30,85,Low,0,3,33,6,Medium,0,0,1,1,1,21.83654360620653,57.5,3.3333333333333335,4-7,51-60,Not_High
22,Master's,1,Finance,Financial Analyst,Small,Senior,32,60,61,Low,1,5,17,5,Low,0,2,2,0,0,12.699304440877473,60.5,8.88888888888889,0-3,21-30,Not_High
58,Bachelor's,14,Retail,Store Manager,Small,Senior,70,9,71,Medium,3,9,51,10,Medium,1,2,1,0,1,51.059390048154086,40.0,36.66666666666667,8-15,51-60,Not_High
36,PhD,1,Education,Research Assistant,Medium,Senior,32,83,22,Low,2,2,14,3,Low,0,2,3,1,0,14.356607811663991,52.5,8.88888888888889,0-3,31-40,Not_High
24,Bachelor's,3,Telecom,Support Specialist,Small,Senior,72,20,41,Medium,3,8,56,5,Medium,1,2,1,0,1,53.05912252541466,30.5,35.55555555555556,0-3,21-30,Not_High
45,PhD,10,IT,ML Engineer,Large,Senior,48,37,85,Low,1,0,34,2,Low,0,2,3,2,0,22.23649010165864,61.0,3.3333333333333335,8-15,41-50,Not_High
58,High School,10,Manufacturing,Quality Engineer,Small,Entry,43,61,67,Low,0,1,38,3,High,0,0,0,0,2,19.37199036918138,64.0,1.1111111111111112,8-15,51-60,High
26,High School,5,Logistics,Supply Chain Analyst,Medium,Entry,24,64,78,Low,1,5,17,9,Medium,0,0,0,1,1,10.318352059925093,71.0,8.88888888888889,4-7,21-30,Not_High
36,Master's,4,Education,Research Assistant,Small,Mid,94,1,51,High,5,22,92,61,High,2,1,2,0,2,87.2191011235955,26.0,74.44444444444444,4-7,31-40,High
22,PhD,1,Telecom,Support Specialist,Large,Senior,68,15,78,Medium,2,14,51,8,Medium,1,2,3,2,1,47.964151952916,46.5,38.888888888888886,0-3,21-30,Not_High
30,High School,9,Healthcare,Health Analyst,Large,Senior,72,30,25,Medium,2,6,64,14,Medium,1,2,0,2,1,52.80631353665062,27.5,30.0,8-15,21-30,Not_High
31,Bachelor's,10,Telecom,Network Engineer,Small,Entry,12,77,35,Low,1,0,10,0,Low,0,0,1,0,0,4.780631353665061,56.0,3.3333333333333335,8-15,31-40,Not_High
50,Bachelor's,18,Manufacturing,Production Supervisor,Large,Entry,17,88,54,Low,0,3,16,3,Low,0,0,1,2,0,5.454119850187265,71.0,3.3333333333333335,15+,41-50,Not_High
37,Master's,3,Finance,Accountant,Medium,Entry,61,31,75,Medium,2,10,57,5,High,1,0,2,1,2,47.56621187800963,53.0,34.444444444444436,0-3,31-40,High
54,High School,17,Manufacturing,Production Supervisor,Medium,Entry,22,51,93,Low,0,5,15,2,Medium,0,0,0,1,1,6.66131621187801,72.0,5.555555555555555,15+,51-60,Not_High
37,High School,5,Telecom,Operations Analyst,Small,Mid,39,41,28,Low,1,0,29,1,Medium,0,1,0,0,1,18.15342429106474,34.5,3.3333333333333335,4-7,31-40,Not_High
38,Master's,2,Healthcare,Health Analyst,Medium,Entry,36,59,75,Low,0,5,28,3,Low,0,0,2,1,0,14.479668271803103,67.0,5.555555555555555,0-3,31-40,Not_High
52,Bachelor's,11,Telecom,Support Specialist,Medium,Mid,30,81,40,Low,0,0,25,5,Low,0,1,1,1,0,11.851257356875333,60.5,0.0,8-15,51-60,Not_High
56,PhD,5,Education,Teacher,Small,Entry,61,42,67,Medium,3,12,49,14,Medium,1,0,3,0,1,47.81902086677368,54.5,40.00000000000001,4-7,51-60,Not_High
29,Master's,8,Finance,Accountant,Medium,Entry,55,47,78,Medium,3,12,41,26,Medium,1,0,2,1,1,43.78611556982344,62.5,40.00000000000001,8-15,21-30,Not_High
46,Bachelor's,10,Manufacturing,Quality Engineer,Small,Entry,50,22,93,Low,2,3,36,3,High,0,0,1,0,2,25.893525949705726,57.5,10.000000000000002,8-15,41-50,High
43,Bachelor's,13,Education,Academic Coordinator,Small,Entry,86,29,36,High,8,16,40,41,High,2,0,1,0,2,77.73140716960943,32.5,77.77777777777779,8-15,41-50,High
58,Bachelor's,8,Finance,Accountant,Medium,Mid,40,69,47,Medium,2,7,36,14,Medium,1,1,1,1,1,35.41733547351525,58.0,31.11111111111111,8-15,51-60,Not_High
53,Bachelor's,9,Finance,Accountant,Medium,Mid,54,31,82,Low,0,1,31,0,Medium,0,1,1,1,1,20.679507758159442,56.5,1.1111111111111112,8-15,51-60,Not_High
37,Master's,16,Telecom,Support Specialist,Small,Entry,49,65,50,Low,0,1,32,5,Medium,0,0,2,0,1,19.4723113964687,57.5,1.1111111111111112,15+,31-40,Not_High
60,Bachelor's,9,Telecom,Network Engineer,Medium,Senior,72,29,85,Medium,4,12,57,18,Medium,1,2,1,1,1,55.84002140181915,57.0,43.333333333333336,8-15,51-60,Not_High
60,Master's,4,IT,Software Engineer,Medium,Mid,11,100,94,Low,2,0,6,5,Low,0,1,2,1,0,5.859416800428037,97.0,6.666666666666667,4-7,51-60,Not_High
57,Master's,5,Education,Research Assistant,Small,Entry,18,89,70,Low,2,0,10,2,Low,0,0,2,0,0,9.066345639379348,79.5,6.666666666666667,4-7,51-60,Not_High
59,Bachelor's,16,Finance,Auditor,Medium,Mid,37,58,81,Low,1,4,25,7,Low,0,1,1,1,0,16.434590690208665,69.5,7.777777777777778,15+,51-60,Not_High
56,Bachelor's,6,Education,Academic Coordinator,Large,Entry,79,26,74,High,9,20,43,28,Medium,2,0,1,2,1,78.99077046548956,50.0,85.55555555555556,4-7,51-60,Not_High
46,Master's,8,IT,Data Analyst,Large,Mid,31,75,72,Low,1,2,24,0,Low,0,1,2,2,0,14.367977528089886,73.5,5.555555555555556,8-15,41-50,Not_High
44,Bachelor's,5,Telecom,Support Specialist,Medium,Entry,83,29,84,Medium,2,7,57,21,High,1,0,1,1,2,54.11383092562868,56.5,31.11111111111111,4-7,41-50,High
50,PhD,7,Finance,Auditor,Small,Mid,59,41,79,Medium,2,5,27,22,Low,1,1,3,0,0,38.54400749063671,60.0,28.888888888888886,4-7,41-50,Not_High
22,Bachelor's,1,Retail,Inventory Analyst,Small,Entry,93,3,91,High,9,24,52,56,High,2,0,1,0,2,85.68552701979668,47.0,90.0,0-3,21-30,High
53,Master's,8,Healthcare,Health Analyst,Large,Entry,72,29,33,Medium,2,12,61,14,High,1,0,2,2,2,51.963616907437135,31.0,36.66666666666667,8-15,51-60,High
24,Bachelor's,3,Telecom,Network Engineer,Small,Entry,40,57,72,Low,1,3,37,4,Medium,0,0,1,0,1,20.698234349919744,64.5,6.666666666666667,0-3,21-30,Not_High
42,Master's,8,Healthcare,Medical Assistant,Small,Entry,20,80,37,Low,1,0,10,5,Low,0,0,2,0,0,7.161583734617443,58.5,3.3333333333333335,8-15,41-50,Not_High
35,Master's,14,Manufacturing,Quality Engineer,Medium,Entry,10,99,58,Low,0,5,5,8,Low,0,0,2,1,0,0.2808988764044944,78.5,5.555555555555555,8-15,31-40,Not_High
38,High School,12,Logistics,Supply Chain Analyst,Large,Entry,52,44,24,Medium,4,6,36,13,High,1,0,0,2,2,43.98876404494382,34.0,36.66666666666667,8-15,31-40,High
33,Master's,12,Finance,Accountant,Medium,Mid,46,41,58,Low,0,4,23,7,Medium,0,1,2,1,1,16.051364365971107,49.5,4.444444444444445,8-15,31-40,Not_High
35,Master's,6,Telecom,Support Specialist,Large,Senior,84,13,34,Medium,5,8,41,9,Medium,1,2,2,2,1,57.41706795077582,23.5,42.22222222222222,4-7,31-40,Not_High
30,Bachelor's,9,Telecom,Support Specialist,Small,Entry,12,94,24,Low,2,2,8,7,Low,0,0,1,0,0,6.7188336008560725,59.0,8.88888888888889,8-15,21-30,Not_High
32,Bachelor's,3,Logistics,Supply Chain Analyst,Large,Mid,16,66,25,Low,1,2,14,3,Low,0,1,1,2,0,7.09470304975923,45.5,5.555555555555556,0-3,31-40,Not_High
26,High School,5,Education,Academic Coordinator,Medium,Entry,57,37,33,Medium,4,11,45,25,High,1,0,0,1,2,48.00494917067951,35.0,42.22222222222222,4-7,21-30,High
29,Bachelor's,8,Retail,Inventory Analyst,Medium,Senior,69,22,33,Medium,3,11,42,20,Medium,1,2,1,1,1,48.233681112894594,27.5,38.88888888888889,8-15,21-30,Not_High
31,High School,8,Logistics,Dispatcher,Large,Mid,20,94,84,Low,0,5,15,3,Low,0,1,0,2,0,6.066078116639914,89.0,5.555555555555555,8-15,31-40,Not_High
51,Bachelor's,7,Retail,Sales Associate,Medium,Entry,79,22,32,Medium,4,12,49,25,High,1,0,1,1,2,55.67616372391653,27.0,43.333333333333336,4-7,51-60,High
24,Bachelor's,3,Finance,Accountant,Medium,Mid,67,50,50,Medium,4,10,45,14,Medium,1,1,1,1,1,50.98113964686999,50.0,41.111111111111114,0-3,21-30,Not_High
50,Bachelor's,5,Manufacturing,Production Supervisor,Medium,Mid,48,44,49,Low,1,4,23,9,Medium,0,1,1,1,1,19.146602461209202,46.5,7.777777777777778,4-7,41-50,Not_High
25,High School,4,Telecom,Support Specialist,Small,Mid,16,63,24,Low,0,2,8,5,Low,0,1,0,0,0,2.909309791332263,43.5,2.2222222222222223,4-7,21-30,Not_High
33,Master's,9,Telecom,Support Specialist,Medium,Mid,47,57,62,Low,1,2,46,1,Medium,0,1,2,1,1,25.309657570893528,59.5,5.555555555555556,8-15,31-40,Not_High
58,Bachelor's,6,Logistics,Warehouse Manager,Medium,Entry,55,40,67,Medium,3,5,27,5,Medium,1,0,1,1,1,39.85353130016052,53.5,32.22222222222222,4-7,51-60,Not_High
34,High School,11,Telecom,Operations Analyst,Small,Entry,90,14,55,Medium,2,13,70,20,High,1,0,0,0,2,59.84884965222044,34.5,37.77777777777778,8-15,31-40,High
55,High School,7,Healthcare,Medical Assistant,Small,Entry,89,9,78,Medium,5,14,83,11,High,1,0,0,0,2,70.70291599785982,43.5,48.88888888888889,4-7,51-60,High
44,Bachelor's,11,Education,Research Assistant,Small,Entry,79,9,45,Medium,4,8,60,29,High,1,0,1,0,2,58.766051364365964,27.0,38.88888888888889,8-15,41-50,High
23,Bachelor's,2,Retail,Sales Associate,Medium,Mid,45,64,63,Low,2,1,43,2,High,0,1,1,1,2,26.371722846441948,63.5,7.777777777777778,0-3,21-30,High
56,Master's,3,Education,Teacher,Small,Mid,63,41,92,Medium,2,10,49,14,Low,1,1,2,0,0,45.91425896201177,66.5,34.444444444444436,0-3,51-60,Not_High
32,Master's,6,Telecom,Support Specialist,Large,Mid,49,43,40,Low,1,0,34,3,Medium,0,1,2,2,1,22.53410914927769,41.5,3.3333333333333335,4-7,31-40,Not_High
56,High School,14,Manufacturing,Operator,Large,Entry,60,27,53,Medium,4,6,53,6,High,1,0,0,2,2,51.1449973247726,40.0,36.66666666666667,8-15,51-60,High
35,Bachelor's,14,Logistics,Dispatcher,Large,Mid,25,57,51,Low,1,5,24,6,Medium,0,1,1,2,1,12.582263242375602,54.0,8.88888888888889,8-15,31-40,Not_High
27,Master's,6,Retail,Sales Associate,Small,Entry,84,21,65,High,5,16,52,69,High,2,0,2,0,2,73.00695559122525,43.0,67.77777777777777,4-7,21-30,High
48,Bachelor's,11,Telecom,Support Specialist,Medium,Mid,73,21,84,Medium,5,13,56,7,High,1,1,1,1,2,58.35674157303371,52.5,47.77777777777778,8-15,41-50,High
39,High School,5,Telecom,Support Specialist,Large,Senior,25,91,67,Low,2,3,23,1,Low,0,2,0,2,0,14.801364365971109,79.0,10.000000000000002,4-7,31-40,Not_High
55,Bachelor's,8,Finance,Auditor,Medium,Mid,84,23,41,Medium,3,9,39,26,High,1,1,1,1,2,51.85527019796683,32.0,36.66666666666667,8-15,51-60,High
45,Master's,5,Retail,Inventory Analyst,Medium,Entry,93,16,24,High,8,27,52,32,High,2,0,2,1,2,83.1855270197967,20.0,90.0,4-7,41-50,High
35,Master's,14,Healthcare,Health Analyst,Large,Senior,84,44,69,Medium,3,10,55,15,Low,1,2,2,2,0,56.34965222043873,56.5,37.77777777777778,8-15,31-40,Not_High
30,Bachelor's,9,IT,ML Engineer,Small,Entry,43,57,51,Medium,3,12,23,28,Medium,1,0,1,0,1,35.158507223113965,54.0,40.00000000000001,8-15,21-30,Not_High
37,Bachelor's,15,Logistics,Dispatcher,Large,Mid,59,33,38,Medium,3,11,30,19,Medium,1,1,1,2,1,41.88670411985019,35.5,38.88888888888889,8-15,31-40,Not_High
39,Master's,13,Retail,Sales Associate,Medium,Entry,12,80,37,Low,1,5,7,5,Low,0,0,2,1,0,3.9379347244515785,58.5,8.88888888888889,8-15,31-40,Not_High
29,Bachelor's,8,Manufacturing,Operator,Medium,Entry,33,68,93,Low,2,1,16,6,Medium,0,0,1,1,1,15.216024612092028,80.5,7.777777777777778,8-15,21-30,Not_High
38,Master's,4,Finance,Financial Analyst,Medium,Mid,90,8,28,High,9,26,57,47,High,2,1,2,1,2,86.197164258962,18.0,92.22222222222221,4-7,31-40,High
23,Master's,2,Logistics,Supply Chain Analyst,Medium,Senior,21,80,28,Low,1,3,18,2,Low,0,2,2,1,0,9.706393793472445,54.0,6.666666666666667,0-3,21-30,Not_High
36,Bachelor's,15,Manufacturing,Production Supervisor,Small,Entry,17,75,47,Low,1,3,16,3,Medium,0,0,1,0,1,7.954119850187266,61.0,6.666666666666667,8-15,31-40,Not_High
35,Master's,9,Manufacturing,Operator,Medium,Entry,64,31,47,Medium,3,7,58,25,High,1,0,2,1,2,51.239967897271264,39.0,34.44444444444445,8-15,31-40,High
25,High School,4,Healthcare,Health Analyst,Medium,Entry,22,83,49,Low,0,2,10,0,Low,0,0,0,1,0,5.256821829855538,66.0,2.2222222222222223,4-7,21-30,Not_High
